Amp,Pitch,Speed
-1.7081019853247822e-26,0.0,0.7947144785843808
-4.4884155737677277e-10,0.0,0.7830470246126896
-3.9878119707184914e-10,0.0,0.771493091811464
-7.669804347894203e-11,0.0,0.7600521621702669
2.9052877900823585e-10,0.0,0.7487237176786604
4.760201459959715e-10,0.0,0.7375072403262076
2.528969330905524e-10,0.0,0.7264022121024714
-5.562109239614393e-10,0.0,0.7154081149970141
-1.3938423575247596e-09,0.0,0.7045244309993984
-1.1399002781690698e-09,0.0,0.693750642099187
1.2805823731052395e-09,0.0,0.6830862302859426
4.673644766908054e-09,0.0,0.6725306775492281
4.921613729024848e-09,0.0,0.662083465878606
-2.25728264464898e-09,0.0,0.6517440772636388
-1.5319454878886384e-08,0.0,0.6415119936938893
-1.987230904632057e-08,0.0,0.6313866971589203
1.9257098343678811e-10,0.0,0.6213676696482947
4.808236671904573e-08,0.0,0.6114543931515747
7.618532616711876e-08,0.0,0.601646349658323
2.4378481363321418e-08,0.0,0.5919430211581025
-1.4261999633565446e-07,0.0,0.5823438896404761
-2.8007686648553196e-07,0.0,0.572848437095006
-1.639541435716257e-07,0.0,0.563456145511255
3.905216462371157e-07,0.0,0.5541664968787859
9.919337241108136e-07,0.0,0.5449789731871616
8.135994436130224e-07,0.0,0.5358930564259444
-9.36974988330332e-07,0.0,0.526908228584697
-3.387713983686991e-06,0.0,0.5180239716529823
-3.550254089103618e-06,0.0,0.5092397676203632
1.6780948492311143e-06,0.0,0.5005550984764016
1.113228674433703e-05,0.0,0.49196944621066074
1.4367595030351141e-05,0.0,0.48348229281270294
-2.795993429738181e-07,0.0,0.47509312027209144
-3.4988858455506216e-05,0.0,0.4668014105783887
-5.515023744031674e-05,0.0,0.4586066457211571
-1.7234480612102838e-05,0.0,0.4505083076899596
0.00010395807127484027,0.0,0.442505878474359
0.00020295080825773415,0.0,0.4345988400639176
0.00011752117058610157,0.0,0.42678667444819823
-0.00028537557492213153,0.0,0.41906886361676354
-0.000719451785641452,0.0,0.41144488955917635
-0.0005858908024670847,0.0,0.4039142342649995
0.000687833582982345,0.0,0.39647637972379535
0.002459447969108732,0.0,0.38913080792512644
0.002562832973877931,0.0,0.3818770008585558
-0.001247126398885005,0.0,0.37471444051364605
-0.008090403971312313,0.0,0.3676426088799599
-0.010388014121545329,0.0,0.3606609879470598
0.0003044841400281927,0.0,0.35376905970450856
0.029470243401247126,0.0,0.346966306141869
0.07128017915657524,0.0,0.3402522092487037
0.11720443460438223,0.0,0.33362625101457505
0.15821864347402828,0.0,0.32708791342904614
0.18182988860475832,0.0,0.32063667848167954
0.17406061629603872,0.0,0.3142720281620379
0.12421173117750453,0.0,0.3079934444596838
0.06749141277673067,0.0,0.3018004093641799
0.07286384065056066,0.0,0.2956924048650892
0.20888460456112698,0.0,0.28966891295197417
0.5025050012748555,0.0,0.2837294156143974
0.9291839903074897,0.0,0.27787339484192164
1.4609962225071087,0.0,0.27210033262410965
2.038457048330856,0.0,0.26640971095052407
2.535388765384807,0.0,0.2608010118107276
2.8171398278757125,0.0,0.2552737171942828
2.8031542620441767,0.0,0.24982730909075238
2.616379195555421,0.7834218786181024,0.24446126948969912
2.427607225764427,1.137085124952124,0.23917508038068575
2.3802971462802205,1.2882494430900346,0.23396822375327475
2.429271298169332,1.2705836853722985,0.22884018159702887
2.4497695125494086,1.1788285657762085,0.2237904359015109
2.325123174061773,1.1031614681488022,0.21881846865628343
2.0534108720125563,1.079200219788511,0.2139237618509091
1.7159533109265654,1.1072253999470802,0.20910579747495056
1.394647225295958,1.1853364920109069,0.20436405751797065
1.1275421998183077,1.268649006382175,0.19969802396953207
0.8991429287145234,1.265334567128836,0.1951071788191973
0.6907438851138871,1.0819974764762597,0.19059100405652912
0.4906631705165639,0.7086197655700873,0.1861489816710902
0.30185222399696815,0.0,0.18178059365244326
0.12909134886243429,0.0,0.17748532199015096
-0.0055463390495010196,0.0,0.17326264867377592
-0.015922693424794545,0.0,0.1691120556928809
0.19893308110471078,0.0,0.16503302503702855
0.7078551514149473,0.0,0.16102503869578155
1.3614550943093366,0.0,0.1570875786587026
1.9196047370593463,0.0,0.15322012691535428
2.1589014813330487,0.0,0.14942216545529943
2.084729440051126,0.6333795739488978,0.1456931762681006
1.8662135883065225,1.0393089472060812,0.14203264134332053
1.6727603438435872,1.2492953217776708,0.1384400426705219
1.565674753266214,1.2374388646171253,0.13491486223926727
1.4760099847396881,1.1390420307850908,0.1314565820391196
1.327255590916086,1.096409490733726,0.12806468405964136
1.071055153488993,1.1551780183447593,0.12473865029039519
0.7168836948230424,1.1843823249293204,0.12147796272094387
0.2813243102108647,1.0342667798141054,0.11828210334085011
-0.16344518049873563,0.6396407066167399,0.1151505541396765
-0.3424130313115031,0.0,0.11208279710698575
0.06567732970107891,0.0,0.10907831423234053
